,image_name,category_labels
924,924.JPG,"['Abstract art', 'Illustration', 'NFT art', 'Street art']"
925,925.JPG,"['Abstract art', 'Illustration', 'NFT art', 'Street art']"
926,926.JPG,"['Abstract art', 'Illustration', 'NFT art', 'Street art']"
927,927.JPG,"['Abstract art', 'Illustration', 'NFT art', 'Street art']"
928,928.JPG,"['Abstract art', 'Illustration', 'NFT art', 'Street art']"
929,929.JPG,"['Abstract art', 'Illustration', 'NFT art', 'Street art']"
930,930.JPG,"['Abstract art', 'Illustration', 'NFT art', 'Street art']"
931,931.JPG,"['Abstract art', 'Illustration', 'NFT art', 'Street art']"
932,932.jpg,"['Abstract art', 'Animation', 'Digital art']"
933,933.png,"['Abstract art', 'Digital art', 'Drawing', 'Illustration', 'NFT art', 'Nude art', 'Painting']"
934,934.png,"['Abstract art', 'Digital art', 'Drawing', 'Illustration', 'NFT art', 'Nude art', 'Painting']"
935,935.png,"['Abstract art', 'Digital art', 'Drawing', 'Illustration', 'NFT art', 'Nude art', 'Painting']"
936,936.png,"['Abstract art', 'Digital art', 'Drawing', 'Illustration', 'NFT art', 'Nude art', 'Painting']"
937,937.png,"['Abstract art', 'Digital art', 'Drawing', 'Illustration', 'NFT art', 'Nude art', 'Painting']"
938,938.png,"['Abstract art', 'Animation', 'Digital art', 'NFT art', 'Poetry']"
939,939.png,"['Abstract art', 'Animation', 'Digital art', 'NFT art', 'Poetry']"
940,940.png,"['Abstract art', 'Animation', 'Digital art', 'NFT art', 'Poetry']"
941,941.png,"['Abstract art', 'Drawing', 'NFT art', 'Painting']"
942,942.png,"['Abstract art', 'Drawing', 'NFT art', 'Painting']"
943,943.jpeg,"['Abstract art', 'Drawing', 'NFT art', 'Painting']"
944,944.jpeg,"['Abstract art', 'Animation']"
945,945.jpeg,"['Abstract art', 'Animation']"
946,946.jpeg,"['Abstract art', 'Animation']"
947,947.JPG,"['Abstract art', 'Collage', 'Drawing', 'NFT art', 'Painting']"
948,948.JPG,"['Abstract art', 'Collage', 'Drawing', 'NFT art', 'Painting']"
949,949.JPG,"['Abstract art', 'Collage', 'Drawing', 'NFT art', 'Painting']"
950,950.jpg,"['Abstract art', 'NFT art', 'Photography']"
951,951.jpg,"['Abstract art', 'NFT art', 'Photography']"
952,952.jpg,"['Abstract art', 'NFT art', 'Photography']"
953,953.png,"['Abstract art', 'Digital art', 'Land art', 'Motion design', 'NFT art']"
954,954.png,"['Abstract art', 'Digital art', 'Land art', 'Motion design', 'NFT art']"
955,955.png,"['Abstract art', 'Digital art', 'Land art', 'Motion design', 'NFT art']"
956,956.JPG,"['Abstract art', 'Digital art', 'NFT art', 'Painting']"
957,957.jpg,"['Abstract art', 'Digital art', 'NFT art', 'Painting']"
958,958.jpg,"['Abstract art', 'Digital art', 'NFT art', 'Painting']"
959,959.jpg,"['Abstract art', 'Digital art', 'NFT art', 'Painting']"
960,960.jpg,"['Abstract art', 'Curator', 'Fashion', 'Light installation', 'NFT art', 'Nude art', 'Photography']"
961,961.jpg,"['Abstract art', 'Curator', 'Fashion', 'Light installation', 'NFT art', 'Nude art', 'Photography']"
962,962.jpg,"['Abstract art', 'Curator', 'Fashion', 'Light installation', 'NFT art', 'Nude art', 'Photography']"
963,963.png,"['Abstract art', 'Collage', 'Digital art', 'Drawing', 'Illustration', 'NFT art', 'Painting', 'Upcycling art', 'Writing']"
964,964.png,"['Abstract art', 'Collage', 'Digital art', 'Drawing', 'Illustration', 'NFT art', 'Painting', 'Upcycling art', 'Writing']"
965,965.png,"['Abstract art', 'Collage', 'Digital art', 'Drawing', 'Illustration', 'NFT art', 'Painting', 'Upcycling art', 'Writing']"
966,966.jpeg,['Abstract art']
967,967.jpeg,['Abstract art']
968,968.jpeg,['Abstract art']
969,969.jpeg,['Abstract art']
970,970.jpeg,['Abstract art']
971,971.jpeg,['Abstract art']
972,972.jpg,"['Abstract art', 'Digital art']"
973,973.jpg,"['Abstract art', 'Digital art']"
974,974.jpg,"['Abstract art', 'Digital art']"
975,975.jpeg,"['Abstract art', 'Conceptual art', 'Digital art', 'Drawing', 'Eco art', 'NFT art', 'Painting', 'Photography', 'Poetry', 'Writing']"
976,976.png,"['Abstract art', 'Conceptual art', 'Digital art', 'Drawing', 'Eco art', 'NFT art', 'Painting', 'Photography', 'Poetry', 'Writing']"
977,977.png,"['Abstract art', 'Conceptual art', 'Digital art', 'Drawing', 'Eco art', 'NFT art', 'Painting', 'Photography', 'Poetry', 'Writing']"
978,978.jpg,"['Abstract art', 'Conceptual art', 'Digital art', 'Drawing', 'Eco art', 'NFT art', 'Painting', 'Photography', 'Poetry', 'Writing']"
979,979.png,"['Abstract art', 'Collage']"
980,980.png,"['Abstract art', 'Collage']"
981,981.png,"['Abstract art', 'Collage']"
982,982.JPG,"['Abstract art', 'Digital art', 'Drawing', 'NFT art', 'Painting']"
983,983.JPG,"['Abstract art', 'Digital art', 'Drawing', 'NFT art', 'Painting']"
984,984.JPG,"['Abstract art', 'Digital art', 'Drawing', 'NFT art', 'Painting']"
985,985.png,"['Abstract art', 'Animation', 'Conceptual art', 'Digital art', 'Drawing', 'Improvisation', 'Music composition', 'NFT art', 'Painting', 'Pen']"
986,986.png,"['Abstract art', 'Animation', 'Conceptual art', 'Digital art', 'Drawing', 'Improvisation', 'Music composition', 'NFT art', 'Painting', 'Pen']"
987,987.png,"['Abstract art', 'Animation', 'Conceptual art', 'Digital art', 'Drawing', 'Improvisation', 'Music composition', 'NFT art', 'Painting', 'Pen']"
988,988.jpg,"['Abstract art', 'Architecture', 'Digital art', 'Graffiti', 'Graphic design', 'Illustration', 'Installation art', 'Painting', 'Pop art', 'Writing']"
989,989.jpg,"['Abstract art', 'Architecture', 'Digital art', 'Graffiti', 'Graphic design', 'Illustration', 'Installation art', 'Painting', 'Pop art', 'Writing']"
990,990.jpg,"['Abstract art', 'Architecture', 'Digital art', 'Graffiti', 'Graphic design', 'Illustration', 'Installation art', 'Painting', 'Pop art', 'Writing']"
991,991.jpg,"['Abstract art', 'Animation', 'Calligraphy', 'Collage', 'Conceptual art', 'Digital art', 'Drawing', 'Illustration', 'NFT art', 'Painting']"
992,992.jpg,"['Abstract art', 'Animation', 'Calligraphy', 'Collage', 'Conceptual art', 'Digital art', 'Drawing', 'Illustration', 'NFT art', 'Painting']"
993,993.jpg,"['Abstract art', 'Animation', 'Calligraphy', 'Collage', 'Conceptual art', 'Digital art', 'Drawing', 'Illustration', 'NFT art', 'Painting']"
994,994.jpg,"['Abstract art', 'Animation', 'Calligraphy', 'Collage', 'Conceptual art', 'Digital art', 'Drawing', 'Illustration', 'NFT art', 'Painting']"
995,995.jpg,"['Abstract art', 'Animation', 'Calligraphy', 'Collage', 'Conceptual art', 'Digital art', 'Drawing', 'Illustration', 'NFT art', 'Painting']"
996,996.jpg,"['Abstract art', 'Animation', 'Calligraphy', 'Collage', 'Conceptual art', 'Digital art', 'Drawing', 'Illustration', 'NFT art', 'Painting']"
997,997.jpg,"['Abstract art', 'Animation', 'Calligraphy', 'Collage', 'Conceptual art', 'Digital art', 'Drawing', 'Illustration', 'NFT art', 'Painting']"
998,998.jpg,"['Abstract art', 'Digital art', 'Drawing', 'Illustration', 'NFT art', 'Painting']"
999,999.jpg,"['Abstract art', 'Digital art', 'Drawing', 'Illustration', 'NFT art', 'Painting']"
1000,1000.jpg,"['Abstract art', 'Digital art', 'Drawing', 'Illustration', 'NFT art', 'Painting']"
1001,1001.jpeg,"['Abstract art', 'Digital art', 'NFT art', 'Painting']"
1002,1002.jpeg,"['Abstract art', 'Digital art', 'NFT art', 'Painting']"
1003,1003.png,"['Abstract art', 'Digital art', 'NFT art', 'Painting']"
1004,1004.jpeg,"['Abstract art', 'Digital art', 'NFT art']"
1005,1005.png,"['Abstract art', 'Digital art', 'NFT art']"
1006,1006.png,"['Abstract art', 'Digital art', 'NFT art']"
1007,1007.jpg,"['Abstract art', 'Animation', 'Digital art', 'Music production', 'Painting']"
1008,1008.jpg,"['Abstract art', 'Animation', 'Digital art', 'Music production', 'Painting']"
1009,1009.png,"['Abstract art', 'Conceptual art', 'Digital art', 'Drawing', 'Graphic design', 'Illustration', 'Motion design', 'Painting', 'Paper', 'Pen']"
1010,1010.png,"['Abstract art', 'Conceptual art', 'Digital art', 'Drawing', 'Graphic design', 'Illustration', 'Motion design', 'Painting', 'Paper', 'Pen']"
1011,1011.jpeg,['Abstract art']
1012,1012.jpeg,['Abstract art']
1013,1013.jpeg,['Abstract art']
1014,1014.jpeg,"['Abstract art', 'Conceptual art', 'Digital art', 'Drawing', 'Modelling', 'NFT art', 'Nude art', 'Painting', 'Photography', 'Video art']"
1015,1015.png,"['Abstract art', 'Graphic design', 'Music production', 'Photography', 'Sound engineering', 'Sound sculpting']"
1016,1016.png,"['Abstract art', 'Graphic design', 'Music production', 'Photography', 'Sound engineering', 'Sound sculpting']"
1017,1017.jpg,"['Abstract art', 'Graphic design', 'Music production', 'Photography', 'Sound engineering', 'Sound sculpting']"
1018,1018.png,"['Abstract art', 'Graphic design', 'Music production', 'Photography', 'Sound engineering', 'Sound sculpting']"
1019,1019.png,"['Abstract art', 'Graphic design', 'Music production', 'Photography', 'Sound engineering', 'Sound sculpting']"
1020,1020.png,"['Abstract art', 'Graphic design', 'Music production', 'Photography', 'Sound engineering', 'Sound sculpting']"
1021,1021.jpg,"['Abstract art', 'Graphic design', 'Music production', 'Photography', 'Sound engineering', 'Sound sculpting']"
1022,1022.png,"['Abstract art', 'Graphic design', 'Music production', 'Photography', 'Sound engineering', 'Sound sculpting']"
1023,1023.png,"['Abstract art', 'Collage', 'Digital art', 'NFT art']"
1024,1024.png,"['Abstract art', 'Collage', 'Digital art', 'NFT art']"
1025,1025.jpg,"['Abstract art', 'Collage', 'Digital art', 'NFT art']"
1026,1026.jpg,"['Abstract art', 'Collage', 'Digital art', 'Graphic design', 'Illustration', 'NFT art', 'Painting', 'Virtual reality']"
1027,1027.jpg,"['Abstract art', 'Collage', 'Digital art', 'Graphic design', 'Illustration', 'NFT art', 'Painting', 'Virtual reality']"
1028,1028.jpg,"['Abstract art', 'Collage', 'Digital art', 'Graphic design', 'Illustration', 'NFT art', 'Painting', 'Virtual reality']"
1029,1029.jpg,"['Abstract art', 'Digital art', 'Music production', 'NFT art']"
1030,1030.jpg,"['Abstract art', 'Digital art', 'Music production', 'NFT art']"
1031,1031.jpg,"['Abstract art', 'Digital art', 'Music production', 'NFT art']"
1032,1032.jpg,"['Abstract art', 'Digital art', 'Music production', 'NFT art']"
1033,1033.jpg,"['Abstract art', 'Digital art', 'Music production', 'NFT art']"
1034,1034.jpg,"['Abstract art', 'Digital art', 'Music production', 'NFT art']"
1035,1035.jpg,"['Abstract art', 'Digital art', 'Music production', 'NFT art']"
1036,1036.jpg,"['Abstract art', 'Digital art', 'Music production', 'NFT art']"
1037,1037.jpeg,['Abstract art']
1038,1038.jpeg,['Abstract art']
1039,1039.jpeg,['Abstract art']
1040,1040.jpg,"['Abstract art', 'NFT art', 'Painting']"
1041,1041.jpg,"['Abstract art', 'NFT art', 'Painting']"
1042,1042.jpg,"['Abstract art', 'Digital art', 'Illustration', 'NFT art', 'Painting']"
1043,1043.jpg,"['Abstract art', 'Digital art', 'Illustration', 'NFT art', 'Painting']"
1044,1044.jpg,"['Abstract art', 'Digital art', 'Illustration', 'NFT art', 'Painting']"
1045,1045.png,"['Abstract art', 'Conceptual art', 'NFT art', 'Nude art', 'Painting', 'Pop art']"
1046,1046.png,"['Abstract art', 'Conceptual art', 'NFT art', 'Nude art', 'Painting', 'Pop art']"
1047,1047.png,"['Abstract art', 'Conceptual art', 'NFT art', 'Nude art', 'Painting', 'Pop art']"
1048,1048.png,"['Abstract art', 'Conceptual art', 'NFT art', 'Nude art', 'Painting', 'Pop art']"
1049,1049.jpg,"['Abstract art', 'Photography']"
1050,1050.png,"['Abstract art', 'Photography']"
1051,1051.png,"['Abstract art', 'Photography']"
1052,1052.jpg,"['Abstract art', 'Photography']"
1053,1053.jpg,"['Abstract art', 'Photography']"
1054,1054.jpg,"['Abstract art', 'Photography']"
1055,1055.jpg,"['Abstract art', 'Photography']"
1056,1056.jpg,"['Abstract art', 'Photography']"
1057,1057.jpg,"['Abstract art', 'Photography']"
1058,1058.png,"['Abstract art', 'Digital art', 'Light installation', 'Tattoo art']"
1059,1059.png,"['Abstract art', 'Digital art', 'Light installation', 'Tattoo art']"
1060,1060.png,"['Abstract art', 'Digital art', 'Light installation', 'Tattoo art']"
1061,1061.png,"['Abstract art', 'Digital art', 'Light installation', 'Tattoo art']"
1062,1062.png,"['Abstract art', 'Digital art', 'Light installation', 'Tattoo art']"
1063,1063.png,"['Abstract art', 'Digital art', 'Light installation', 'Tattoo art']"
1064,1064.png,"['Abstract art', 'Calligraphy', 'Conceptual art', 'Copywriting', 'Curator', 'Digital art', 'Illustration', 'NFT art', 'Painting', 'Writing']"
1065,1065.png,"['Abstract art', 'Calligraphy', 'Conceptual art', 'Copywriting', 'Curator', 'Digital art', 'Illustration', 'NFT art', 'Painting', 'Writing']"
1066,1066.png,"['Abstract art', 'Calligraphy', 'Conceptual art', 'Copywriting', 'Curator', 'Digital art', 'Illustration', 'NFT art', 'Painting', 'Writing']"
1067,1067.png,"['Abstract art', 'Digital art', 'NFT art', 'Photography']"
1068,1068.jpg,"['Abstract art', 'Digital art', 'NFT art', 'Photography']"
1069,1069.jpg,"['Abstract art', 'Digital art', 'NFT art', 'Photography']"
1070,1070.png,"['Abstract art', 'Drawing', 'NFT art', 'Painting']"
1071,1071.png,"['Abstract art', 'Drawing', 'NFT art', 'Painting']"
1072,1072.jpg,"['Abstract art', 'Drawing', 'NFT art', 'Painting']"
1073,1073.jpg,"['Abstract art', 'Drawing', 'NFT art', 'Painting']"
1074,1074.jpg,"['Abstract art', 'Drawing', 'NFT art', 'Painting']"
1075,1075.png,"['Abstract art', 'Drawing', 'NFT art', 'Painting']"
1076,1076.jpg,"['Abstract art', 'Drawing', 'NFT art', 'Painting']"
1077,1077.png,"['Abstract art', 'Collage', 'Curator', 'Digital art', 'Graphic design', 'NFT art', 'Painting', 'Photography', 'Pop art']"
1078,1078.png,"['Abstract art', 'Collage', 'Curator', 'Digital art', 'Graphic design', 'NFT art', 'Painting', 'Photography', 'Pop art']"
1079,1079.png,"['Abstract art', 'Collage', 'Curator', 'Digital art', 'Graphic design', 'NFT art', 'Painting', 'Photography', 'Pop art']"
1080,1080.jpg,"['Abstract art', 'Conceptual art', 'Drawing', 'Illustration']"
1081,1081.jpg,"['Abstract art', 'Body art', 'Conceptual art', 'Digital art', 'Drawing', 'NFT art', 'Photography', 'Screenwriting', 'Street art', 'Writing']"
1082,1082.png,"['Abstract art', 'Body art', 'Conceptual art', 'Digital art', 'Drawing', 'NFT art', 'Photography', 'Screenwriting', 'Street art', 'Writing']"
1083,1083.jpg,"['Abstract art', 'Body art', 'Conceptual art', 'Digital art', 'Drawing', 'NFT art', 'Photography', 'Screenwriting', 'Street art', 'Writing']"
1084,1084.png,"['Abstract art', 'Body art', 'Conceptual art', 'Digital art', 'Drawing', 'NFT art', 'Photography', 'Screenwriting', 'Street art', 'Writing']"
1085,1085.jpg,"['Abstract art', 'Body art', 'Conceptual art', 'Digital art', 'Drawing', 'NFT art', 'Photography', 'Screenwriting', 'Street art', 'Writing']"
1086,1086.jpg,"['Abstract art', 'Body art', 'Conceptual art', 'Digital art', 'Drawing', 'NFT art', 'Photography', 'Screenwriting', 'Street art', 'Writing']"
1087,1087.jpg,['Abstract art']
1088,1088.jpg,['Abstract art']
1089,1089.jpg,['Abstract art']
1090,1090.jpg,"['Abstract art', 'Conceptual art', 'NFT art', 'Photography']"
1091,1091.jpg,"['Abstract art', 'Conceptual art', 'NFT art', 'Photography']"
1092,1092.jpg,"['Abstract art', 'Conceptual art', 'NFT art', 'Photography']"
1093,1093.jpg,"['Abstract art', 'Conceptual art', 'NFT art', 'Photography']"
1094,1094.jpg,"['Abstract art', 'Conceptual art', 'NFT art', 'Photography']"
1095,1095.jpg,"['Abstract art', 'Conceptual art', 'NFT art', 'Photography']"
1096,1096.jpg,"['Abstract art', 'Conceptual art', 'NFT art', 'Photography']"
1097,1097.jpeg,"['Abstract art', 'Digital art', 'Drawing', 'Graffiti', 'Illustration', 'Mural', 'NFT art', 'Paper', 'Pen', 'Pop art']"
1098,1098.jpg,"['Abstract art', 'Digital art', 'Drawing', 'Graffiti', 'Illustration', 'Mural', 'NFT art', 'Paper', 'Pen', 'Pop art']"
1099,1099.jpg,"['Abstract art', 'Digital art', 'Drawing', 'Graffiti', 'Illustration', 'Mural', 'NFT art', 'Paper', 'Pen', 'Pop art']"
1100,1100.jpg,"['Abstract art', 'Digital art', 'Drawing', 'Graffiti', 'Illustration', 'Mural', 'NFT art', 'Paper', 'Pen', 'Pop art']"
1101,1101.jpg,"['Abstract art', 'Digital art', 'Drawing', 'Graffiti', 'Illustration', 'Mural', 'NFT art', 'Paper', 'Pen', 'Pop art']"
1102,1102.jpg,"['Abstract art', 'Assemblage', 'Conceptual art', 'NFT art', 'Painting', 'Photography', 'Sculpture', 'Stop motion', 'Video art', 'Writing']"
1103,1103.jpg,"['Abstract art', 'Assemblage', 'Conceptual art', 'NFT art', 'Painting', 'Photography', 'Sculpture', 'Stop motion', 'Video art', 'Writing']"
1104,1104.jpg,"['Abstract art', 'Assemblage', 'Conceptual art', 'NFT art', 'Painting', 'Photography', 'Sculpture', 'Stop motion', 'Video art', 'Writing']"
1105,1105.jpg,"['Abstract art', 'Assemblage', 'Conceptual art', 'NFT art', 'Painting', 'Photography', 'Sculpture', 'Stop motion', 'Video art', 'Writing']"
1106,1106.jpg,"['Abstract art', 'Assemblage', 'Conceptual art', 'NFT art', 'Painting', 'Photography', 'Sculpture', 'Stop motion', 'Video art', 'Writing']"
1107,1107.jpg,"['Abstract art', 'Assemblage', 'Conceptual art', 'NFT art', 'Painting', 'Photography', 'Sculpture', 'Stop motion', 'Video art', 'Writing']"
1108,1108.jpg,"['Abstract art', 'Assemblage', 'Conceptual art', 'NFT art', 'Painting', 'Photography', 'Sculpture', 'Stop motion', 'Video art', 'Writing']"
1109,1109.jpg,"['Abstract art', 'Assemblage', 'Conceptual art', 'NFT art', 'Painting', 'Photography', 'Sculpture', 'Stop motion', 'Video art', 'Writing']"
1110,1110.png,['Abstract art']
1111,1111.jpg,['Abstract art']
1112,1112.jpg,['Abstract art']
1113,1113.JPG,"['Abstract art', 'Digital art', 'Drawing', 'Illustration', 'NFT art', 'Painting', 'Paper', 'Pen', 'Photography', 'Pop art']"
1114,1114.JPG,"['Abstract art', 'Digital art', 'Drawing', 'Illustration', 'NFT art', 'Painting', 'Paper', 'Pen', 'Photography', 'Pop art']"
1115,1115.JPG,"['Abstract art', 'Digital art', 'Drawing', 'Illustration', 'NFT art', 'Painting', 'Paper', 'Pen', 'Photography', 'Pop art']"
1116,1116.JPG,"['Abstract art', 'Digital art', 'Drawing', 'Illustration', 'NFT art', 'Painting', 'Paper', 'Pen', 'Photography', 'Pop art']"
